merchant_id,product_id,user_id,transaction_id,amount,timestamp,location,payment_method,category,age,annual_income,city,customer_segment,preferred_categories,registration_date,product_name,product_category,price,rating,stock,catalog_merchant_id,merchant_name,merchant_category,region,commission_rate,hour,day_of_week,month,is_weekend,day_period,is_working_hours,transaction_ts,transaction_date,epoch_seconds,age_group,catalog_merchant_mismatch,transaction_rank,user_transaction_count,rolling_amount_7d,active_days_7d,is_active,seconds_since_previous,days_since_previous,historical_average_amount,excess_percent,suspicion_flags,is_suspicious
M00486,P02398,U00464,TX0003354,62.86,20250122114941,Nice,BANK_TRANSFER,Books,36,53142.62,Nice,Standard,"[""Health"",""Clothing"",""Sports""]",20240906,Essential Novel 2398,Books,59.69,2.8,142,M00486,ReadMore 486,Books,Nouvelle-Aquitaine,0.0348,11,mercredi,janvier,0,Morning,1,2025-01-22T11:49:41.000Z,2025-01-22,1737546581,Adulte,0,6,16,62.86,1,0,9847601.0,113.97686342592591,265.28,-76.304282268,0,0
M00541,P01091,U00464,TX0036981,829.08,20250127061401,Nice,BANK_TRANSFER,Home & Garden,36,53142.62,Nice,Standard,"[""Health"",""Clothing"",""Sports""]",20240906,Premium Plant Pot 1091,Home & Garden,810.29,2.1,654,M00541,HomeStyle 541,Home & Garden,Normandie,0.019,6,lundi,janvier,0,Morning,0,2025-01-27T06:14:01.000Z,2025-01-27,1737958441,Adulte,0,7,16,891.94,2,0,411860.0,4.766898148148148,231.543333,258.066885044,0,0
M00330,P04904,U00464,TX0052012,59.92,20250504164250,Nice,CARD,Books,36,53142.62,Nice,Standard,"[""Health"",""Clothing"",""Sports""]",20240906,Premium Cookbook 4904,Books,62.26,3.7,1108,M00330,LibraryShop 330,Books,Occitanie,0.089,16,dimanche,mai,1,Afternoon,1,2025-05-04T16:42:50.000Z,2025-05-04,1746376970,Adulte,0,8,16,59.92,1,0,8418529.0,97.43667824074076,316.905714,-81.092168,0,0
M00198,P02076,U00464,TX0099118,353.74,20250507173743,Nice,CARD,Sports,36,53142.62,Nice,Standard,"[""Health"",""Clothing"",""Sports""]",20240906,Elite Bicycle Helmet 2076,Sports,330.14,1.5,226,M00198,ActiveWear 198,Sports,Bretagne,0.0673,17,mercredi,mai,0,Afternoon,1,2025-05-07T17:37:43.000Z,2025-05-07,1746639463,Adulte,0,9,16,413.66,2,0,262493.0,3.038113425925926,284.7825,24.214093211,0,0
M00035,P04912,U00464,TX0032034,407.31,20250520184628,Nice,CASH,Sports,36,53142.62,Nice,Standard,"[""Health"",""Clothing"",""Sports""]",20240906,Essential Bicycle Helmet 4912,Sports,443.58,3.9,59,M00035,ActiveWear 35,Sports,Hauts-de-France,0.0286,18,mardi,mai,0,Evening,0,2025-05-20T18:46:28.000Z,2025-05-20,1747766788,Adulte,0,10,16,407.31,1,0,1127325.0,13.047743055555555,292.444444,39.277735774,0,0
M00364,P00058,U00464,TX0050764,241.93,20250603065116,Nice,CARD,Sports,36,53142.62,Nice,Standard,"[""Health"",""Clothing"",""Sports""]",20240906,Pro Dumbbells 58,Sports,224.45,4.0,831,M00364,FitnessShop 364,Sports,Ile-de-France,0.0123,6,mardi,juin,0,Morning,0,2025-06-03T06:51:16.000Z,2025-06-03,1748933476,Adulte,0,11,16,241.93,1,0,1166688.0,13.503333333333334,303.931,-20.399695984,0,0
M00236,P00521,U00464,TX0045324,259.1,20250613231417,Nice,CRYPTO,Sports,36,53142.62,Nice,Standard,"[""Health"",""Clothing"",""Sports""]",20240906,Premium Tennis Racket 521,Sports,240.14,3.6,761,M00236,SportZone 236,Sports,Ile-de-France,0.0887,23,vendredi,juin,0,Night,0,2025-06-13T23:14:17.000Z,2025-06-13,1749856457,Adulte,0,12,16,259.1,1,0,922981.0,10.682650462962965,298.294545,-13.139544674,2,1
M00576,P00753,U00464,TX0064210,29.04,20250616232316,Nice,CASH,Books,36,53142.62,Nice,Standard,"[""Health"",""Clothing"",""Sports""]",20240906,Classic Textbook 753,Books,31.52,3.7,1005,M00576,ReadMore 576,Books,Ile-de-France,0.0266,23,lundi,juin,0,Night,0,2025-06-16T23:23:16.000Z,2025-06-16,1750116196,Adulte,0,13,16,288.14,2,0,259739.0,3.006238425925926,295.028333,-90.156877577,1,0
M00437,P04515,U00464,TX0115648,164.68,20250621025749,Nice,CARD,Health,36,53142.62,Nice,Standard,"[""Health"",""Clothing"",""Sports""]",20240906,Elite Vitamins 4515,Health,165.81,3.1,155,M00437,VitalShop 437,Health,Bretagne,0.0819,2,samedi,juin,1,Night,0,2025-06-21T02:57:49.000Z,2025-06-21,1750474669,Adulte,0,14,16,193.72,2,0,358473.0,4.148993055555556,274.567692,-40.022076596,1,0
M00482,P05537,U00464,TX0081907,534.47,20250907151426,Nice,BANK_TRANSFER,Sports,36,53142.62,Nice,Standard,"[""Health"",""Clothing"",""Sports""]",20240906,Premium Running Shoes 5537,Sports,520.85,4.9,966,M00482,SportZone 482,Sports,Nouvelle-Aquitaine,0.0241,15,dimanche,septembre,1,Afternoon,1,2025-09-07T15:14:26.000Z,2025-09-07,1757258066,Adulte,0,15,16,534.47,1,0,6783397.0,78.51153935185185,266.718571,100.387246376,0,0
M00307,P03296,U00464,TX0002708,332.56,20250919175554,Nice,CARD,Sports,36,53142.62,Nice,Standard,"[""Health"",""Clothing"",""Sports""]",20240906,Premium Tennis Racket 3296,Sports,325.71,3.8,715,M00307,SportZone 307,Sports,Bretagne,0.0933,17,vendredi,septembre,0,Afternoon,1,2025-09-19T17:55:54.000Z,2025-09-19,1758304554,Adulte,0,16,16,332.56,1,0,1046488.0,12.11212962962963,284.568667,16.864587906,0,0
M00037,P02135,U00470,TX0081663,9.66,20240501084916,Bordeaux,BANK_TRANSFER,Books,60,42627.3,Bordeaux,Premium,"[""Books""]",20240831,Premium Atlas 2135,Books,9.63,2.7,403,M00037,ReadMore 37,Books,Auvergne-Rhône-Alpes,0.0929,8,mercredi,mai,0,Morning,0,2024-05-01T08:49:16.000Z,2024-05-01,1714553356,Age Moyen,0,1,6,9.66,1,0,,,,,0,0
M00226,P04639,U00470,TX0133764,28.95,20240504102557,Bordeaux,PAYPAL,Books,60,42627.3,Bordeaux,Premium,"[""Books""]",20240831,Essential Textbook 4639,Books,31.32,2.6,661,M00226,BookHaven 226,Books,Grand Est,0.0651,10,samedi,mai,1,Morning,1,2024-05-04T10:25:57.000Z,2024-05-04,1714818357,Age Moyen,0,2,6,38.61,2,0,265001.0,3.067141203703704,9.66,199.689440994,0,0
M00515,P03153,U00470,TX0136896,10.89,20240504141641,Bordeaux,CASH,Books,60,42627.3,Bordeaux,Premium,"[""Books""]",20240831,Standard Biography 3153,Books,11.87,2.7,739,M00515,BookCorner 515,Books,Grand Est,0.0258,14,samedi,mai,1,Afternoon,1,2024-05-04T14:16:41.000Z,2024-05-04,1714832201,Age Moyen,0,3,6,49.5,2,0,13844.0,0.1602314814814814,19.305,-43.58974359,0,0
M00147,P02196,U00470,TX0017417,5.05,20240516084541,Bordeaux,CARD,Books,60,42627.3,Bordeaux,Premium,"[""Books""]",20240831,Essential Cookbook 2196,Books,4.98,3.8,78,M00147,ReadMore 147,Books,Nouvelle-Aquitaine,0.0843,8,jeudi,mai,0,Morning,0,2024-05-16T08:45:41.000Z,2024-05-16,1715849141,Age Moyen,0,4,6,5.05,1,0,1016940.0,11.770138888888887,16.5,-69.393939394,0,0
M00069,P03442,U00470,TX0053498,386.79,20240518160906,Bordeaux,CASH,Home & Garden,60,42627.3,Bordeaux,Premium,"[""Books""]",20240831,Classic Rug 3442,Home & Garden,407.97,3.3,228,M00069,DecorShop 69,Home & Garden,Pays de la Loire,0.0598,16,samedi,mai,1,Afternoon,1,2024-05-18T16:09:06.000Z,2024-05-18,1716048546,Age Moyen,0,5,6,391.84,2,0,199405.0,2.3079282407407407,13.6375,2736.223648029,1,0
M00218,P03090,U00470,TX0132281,15.86,20240524103003,Bordeaux,CASH,Books,60,42627.3,Bordeaux,Premium,"[""Books""]",20240831,Essential Biography 3090,Books,15.77,2.5,868,M00218,BookCorner 218,Books,Normandie,0.0168,10,vendredi,mai,0,Morning,1,2024-05-24T10:30:03.000Z,2024-05-24,1716546603,Age Moyen,0,6,6,402.65,2,0,498057.0,5.764548611111112,88.268,-82.031993474,0,0
M00142,P00233,U00472,TX0013305,81.71,20240319145809,Bordeaux,CARD,Toys,40,56300.3,Bordeaux,Standard,"[""Electronics"",""Health"",""Home & Garden""]",20250810,Elite Puzzle 233,Toys,29.11,2.8,1108,M00142,KidsWorld 142,Toys,Bretagne,0.0683,14,mardi,mars,0,Afternoon,1,2024-03-19T14:58:09.000Z,2024-03-19,1710860289,Adulte,0,1,8,81.71,1,0,,,,,0,0
M00141,P00529,U00472,TX0125706,97.92,20240902202348,Bordeaux,BANK_TRANSFER,Food,40,56300.3,Bordeaux,Standard,"[""Electronics"",""Health"",""Home & Garden""]",20250810,Elite Tea Set 529,Food,47.4,3.6,425,M00141,FoodMart 141,Food,Auvergne-Rhône-Alpes,0.049,20,lundi,septembre,0,Evening,0,2024-09-02T20:23:48.000Z,2024-09-02,1725308628,Adulte,0,2,8,97.92,1,0,14448339.0,167.22614583333333,81.71,19.838453066,0,0
M00115,P05119,U00472,TX0131883,98.89,20240914152358,Bordeaux,BANK_TRANSFER,Health,40,56300.3,Bordeaux,Standard,"[""Electronics"",""Health"",""Home & Garden""]",20250810,Essential Blood Monitor 5119,Health,100.65,1.7,198,M00115,WellnessStore 115,Health,Occitanie,0.043,15,samedi,septembre,1,Afternoon,1,2024-09-14T15:23:58.000Z,2024-09-14,1726327438,Adulte,0,3,8,98.89,1,0,1018810.0,11.791782407407409,89.815,10.104102878,0,0
M00566,P05776,U00472,TX0024325,240.04,20240922184141,Bordeaux,CASH,Electronics,40,56300.3,Bordeaux,Standard,"[""Electronics"",""Health"",""Home & Garden""]",20250810,Classic Camera 5776,Electronics,264.19,2.7,59,M00566,DigitalHub 566,Electronics,Hauts-de-France,0.0772,18,dimanche,septembre,1,Evening,0,2024-09-22T18:41:41.000Z,2024-09-22,1727030501,Adulte,0,4,8,240.04,1,0,703063.0,8.13730324074074,92.84,158.552348126,0,0
M00473,P00977,U00472,TX0099470,567.53,20241007115649,Rennes,BANK_TRANSFER,Home & Garden,40,56300.3,Bordeaux,Standard,"[""Electronics"",""Health"",""Home & Garden""]",20250810,Pro Garden Chair 977,Home & Garden,574.51,4.6,1143,M00473,DecorShop 473,Home & Garden,Hauts-de-France,0.0951,11,lundi,octobre,0,Morning,1,2024-10-07T11:56:49.000Z,2024-10-07,1728302209,Adulte,0,5,8,567.53,1,0,1271708.0,14.718842592592592,129.64,337.773835236,1,0
M00154,P01237,U00472,TX0019502,85.66,20241028092509,Bordeaux,BANK_TRANSFER,Health,40,56300.3,Bordeaux,Standard,"[""Electronics"",""Health"",""Home & Garden""]",20250810,Pro Massage Gun 1237,Health,79.65,3.6,1089,M00154,WellnessStore 154,Health,Provence-Alpes-Côte d'Azur,0.0522,9,lundi,octobre,0,Morning,1,2024-10-28T09:25:09.000Z,2024-10-28,1730107509,Adulte,0,6,8,85.66,1,0,1805300.0,20.894675925925927,217.218,-60.564962388,0,0
M00310,P04259,U00472,TX0091336,381.67,20241119012325,Bordeaux,CRYPTO,Home & Garden,40,56300.3,Bordeaux,Standard,"[""Electronics"",""Health"",""Home & Garden""]",20250810,Premium Cookware Set 4259,Home & Garden,412.0,5.0,401,M00310,GardenWorld 310,Home & Garden,Occitanie,0.0808,1,mardi,novembre,0,Night,0,2024-11-19T01:23:25.000Z,2024-11-19,1731979405,Adulte,0,7,8,381.67,1,0,1871896.0,21.66546296296296,195.291667,95.435886161,2,1
M00304,P03765,U00472,TX0034550,504.0,20241129114841,Angers,BANK_TRANSFER,Sports,40,56300.3,Bordeaux,Standard,"[""Electronics"",""Health"",""Home & Garden""]",20250810,Classic Yoga Mat 3765,Sports,485.18,4.6,547,M00304,SportZone 304,Sports,Auvergne-Rhône-Alpes,0.0155,11,vendredi,novembre,0,Morning,1,2024-11-29T11:48:41.000Z,2024-11-29,1732880921,Adulte,0,8,8,504.0,1,0,901516.0,10.434212962962963,221.917143,127.1117919,0,0
M00473,P05739,U00476,TX0104664,23.12,20240608151619,Paris,PAYPAL,Home & Garden,56,40178.22,Paris,Standard,"[""Electronics"",""Clothing"",""Health""]",20250402,Classic Sofa 5739,Home & Garden,20.94,2.0,102,M00473,DecorShop 473,Home & Garden,Hauts-de-France,0.0951,15,samedi,juin,1,Afternoon,1,2024-06-08T15:16:19.000Z,2024-06-08,1717859779,Age Moyen,0,1,13,23.12,1,0,,,,,0,0
M00328,P05252,U00476,TX0002930,16.26,20240615151632,Paris,PAYPAL,Health,56,40178.22,Paris,Standard,"[""Electronics"",""Clothing"",""Health""]",20250402,Classic Vitamins 5252,Health,17.28,1.3,142,M00328,HealthHub 328,Health,,0.0874,15,samedi,juin,1,Afternoon,1,2024-06-15T15:16:32.000Z,2024-06-15,1718464592,Age Moyen,0,2,13,16.26,1,0,604813.0,7.000150462962963,23.12,-29.671280277,0,0
M00055,P01462,U00476,TX0057564,22.64,20240618111709,Paris,PAYPAL,Books,56,40178.22,Paris,Standard,"[""Electronics"",""Clothing"",""Health""]",20250402,Premium Cookbook 1462,Books,21.6,2.5,587,M00055,BookCorner 55,Books,Auvergne-Rhône-Alpes,0.0184,11,mardi,juin,0,Morning,1,2024-06-18T11:17:09.000Z,2024-06-18,1718709429,Age Moyen,0,3,13,38.9,2,0,244837.0,2.833761574074074,19.69,14.982224479,0,0
M00336,P00492,U00476,TX0096654,336.76,20240626205105,Bordeaux,PAYPAL,Electronics,56,40178.22,Paris,Standard,"[""Electronics"",""Clothing"",""Health""]",20250402,Pro Tablet 492,Electronics,309.25,2.7,849,M00336,TechStore 336,Electronics,Nouvelle-Aquitaine,0.0241,20,mercredi,juin,0,Evening,0,2024-06-26T20:51:05.000Z,2024-06-26,1719435065,Age Moyen,0,4,13,336.76,1,0,725636.0,8.398564814814815,20.673333,1528.958426781,1,0
M00230,P05171,U00476,TX0070861,17.8,20240630134736,Lille,PAYPAL,Health,56,40178.22,Paris,Standard,"[""Electronics"",""Clothing"",""Health""]",20250402,Standard Vitamins 5171,Health,18.07,2.2,783,M00230,HealthShop 230,Health,Nouvelle-Aquitaine,0.014,13,dimanche,juin,1,Afternoon,1,2024-06-30T13:47:36.000Z,2024-06-30,1719755256,Age Moyen,0,5,13,354.56,2,0,320191.0,3.705914351851852,99.695,-82.145543909,0,0
M00122,P05389,U00476,TX0120798,978.79,20240806172254,Paris,PAYPAL,Electronics,56,40178.22,Paris,Standard,"[""Electronics"",""Clothing"",""Health""]",20250402,Standard Headphones 5389,Electronics,895.09,2.0,795,M00122,ElectroWorld 122,Electronics,Auvergne-Rhône-Alpes,0.0557,17,mardi,août,0,Afternoon,1,2024-08-06T17:22:54.000Z,2024-08-06,1722964974,Age Moyen,0,6,13,978.79,1,0,3209718.0,37.14951388888889,83.316,1074.79235681,1,0
M00413,P03575,U00476,TX0009615,45.2,20240816130331,Paris,CASH,Automotive,56,40178.22,Paris,Standard,"[""Electronics"",""Clothing"",""Health""]",20250402,Classic Car Battery 3575,Automotive,46.86,1.9,390,M00413,AutoCenter 413,Automotive,Occitanie,0.0275,13,vendredi,août,0,Afternoon,1,2024-08-16T13:03:31.000Z,2024-08-16,1723813411,Age Moyen,0,7,13,45.2,1,0,848437.0,9.819872685185183,232.561667,-80.564294803,0,0
M00569,P03833,U00476,TX0070955,106.07,20240827095419,Paris,BANK_TRANSFER,Health,56,40178.22,Paris,Standard,"[""Electronics"",""Clothing"",""Health""]",20250402,Standard Scale 3833,Health,96.86,3.8,834,M00569,VitalShop 569,Health,Ile-de-France,0.0949,9,mardi,août,0,Morning,1,2024-08-27T09:54:19.000Z,2024-08-27,1724752459,Age Moyen,0,8,13,106.07,1,0,939048.0,10.868611111111113,205.795714,-48.458596179,0,0
M00241,P04857,U00476,TX0004301,68.61,20240923105806,Paris,CRYPTO,Beauty,56,40178.22,Paris,Standard,"[""Electronics"",""Clothing"",""Health""]",20250402,Premium Nail Kit 4857,Beauty,75.16,3.3,900,M00241,CosmeticHub 241,Beauty,Provence-Alpes-Côte d'Azur,0.0162,10,lundi,septembre,0,Morning,1,2024-09-23T10:58:06.000Z,2024-09-23,1727089086,Age Moyen,0,9,13,68.61,1,0,2336627.0,27.04429398148148,193.33,-64.511457094,1,0
M00522,P02360,U00476,TX0073258,464.46,20250104170218,Le Havre,PAYPAL,Home & Garden,56,40178.22,Paris,Standard,"[""Electronics"",""Clothing"",""Health""]",20250402,Pro Lamp 2360,Home & Garden,421.82,2.7,93,M00522,GardenWorld 522,Home & Garden,Auvergne-Rhône-Alpes,0.0203,17,samedi,janvier,1,Afternoon,1,2025-01-04T17:02:18.000Z,2025-01-04,1736010138,Age Moyen,0,10,13,464.46,1,0,8921052.0,103.25291666666666,179.472222,158.79213776,0,0
M00009,P03773,U00476,TX0028306,96.6,20250107210624,Paris,PAYPAL,Health,56,40178.22,Paris,Standard,"[""Electronics"",""Clothing"",""Health""]",20250402,Premium Massage Gun 3773,Health,88.79,3.7,1163,M00009,VitalShop 9,Health,Nouvelle-Aquitaine,0.0627,21,mardi,janvier,0,Evening,0,2025-01-07T21:06:24.000Z,2025-01-07,1736283984,Age Moyen,0,11,13,561.06,2,0,273846.0,3.169513888888889,207.971,-53.551216275,0,0
M00100,P01945,U00476,TX0113448,284.14,20250109225807,Paris,PAYPAL,Clothing,56,40178.22,Paris,Standard,"[""Electronics"",""Clothing"",""Health""]",20250402,Standard T-Shirt 1945,Clothing,292.17,4.7,515,M00100,StyleShop 100,Clothing,Hauts-de-France,0.0211,22,jeudi,janvier,0,Night,0,2025-01-09T22:58:07.000Z,2025-01-09,1736463487,Age Moyen,0,12,13,845.2,3,0,179503.0,2.0775810185185186,197.846364,43.616488196,1,0
M00547,P02966,U00476,TX0041786,102.26,20250127122803,Paris,CARD,Health,56,40178.22,Paris,Standard,"[""Electronics"",""Clothing"",""Health""]",20250402,Classic Scale 2966,Health,94.82,3.8,4,M00547,HealthShop 547,Health,Grand Est,0.0112,12,lundi,janvier,0,Afternoon,1,2025-01-27T12:28:03.000Z,2025-01-27,1737980883,Age Moyen,0,13,13,102.26,1,0,1517396.0,17.562453703703703,205.0375,-50.126196427,0,0
M00554,P04626,U00478,TX0102987,1363.62,20240902152512,Paris,CASH,Automotive,22,117564.99,Paris,VIP,"[""Automotive""]",20250207,Essential Car Parts 4626,Automotive,712.67,2.9,313,M00554,MotorHub 554,Automotive,Auvergne-Rhône-Alpes,0.0458,15,lundi,septembre,0,Afternoon,1,2024-09-02T15:25:12.000Z,2024-09-02,1725290712,Jeune,0,1,40,1363.62,1,0,,,,,0,0
M00525,P05757,U00478,TX0002550,635.12,20240908052329,Paris,CASH,Automotive,22,117564.99,Paris,VIP,"[""Automotive""]",20250207,Essential Car Battery 5757,Automotive,698.74,4.1,405,M00525,AutoShop 525,Automotive,Bretagne,0.0879,5,dimanche,septembre,1,Night,0,2024-09-08T05:23:29.000Z,2024-09-08,1725773009,Jeune,0,2,40,1998.74,2,0,482297.0,5.582141203703704,1363.62,-53.423974421,1,0
M00525,P04243,U00478,TX0008100,1072.12,20240909190621,Paris,CASH,Automotive,22,117564.99,Paris,VIP,"[""Automotive""]",20250207,Pro Car Battery 4243,Automotive,1033.12,2.8,239,M00525,AutoShop 525,Automotive,Bretagne,0.0879,19,lundi,septembre,0,Evening,0,2024-09-09T19:06:21.000Z,2024-09-09,1725908781,Jeune,0,3,40,1707.24,2,0,135772.0,1.571435185185185,999.37,7.279586139,0,0
M00471,P05766,U00478,TX0019567,673.81,20240915073446,Paris,CASH,Automotive,22,117564.99,Paris,VIP,"[""Automotive""]",20250207,Elite Car Parts 5766,Automotive,612.79,3.6,141,M00471,AutoShop 471,Automotive,Auvergne-Rhône-Alpes,0.0342,7,dimanche,septembre,1,Morning,0,2024-09-15T07:34:46.000Z,2024-09-15,1726385686,Jeune,0,4,40,1745.93,2,0,476905.0,5.519733796296296,1023.62,-34.173814501,0,0
M00505,P01277,U00478,TX0017103,596.12,20240920171502,Paris,CASH,Automotive,22,117564.99,Paris,VIP,"[""Automotive""]",20250207,Classic Oil Filter 1277,Automotive,535.95,2.8,270,M00505,MotorHub 505,Automotive,Ile-de-France,0.0936,17,vendredi,septembre,0,Afternoon,1,2024-09-20T17:15:02.000Z,2024-09-20,1726852502,Jeune,0,5,40,1269.93,2,0,466816.0,5.402962962962963,936.1675,-36.323360937,0,0
M00041,P05225,U00478,TX0067067,1221.94,20240925100529,Paris,CASH,Automotive,22,117564.99,Paris,VIP,"[""Automotive""]",20250207,Premium Car Parts 5225,Automotive,1115.48,2.6,510,M00041,AutoCenter 41,Automotive,Nouvelle-Aquitaine,0.0171,10,mercredi,septembre,0,Morning,1,2024-09-25T10:05:29.000Z,2024-09-25,1727258729,Jeune,0,6,40,1818.06,2,0,406227.0,4.701701388888889,868.158,40.750877144,0,0
M00083,P01804,U00478,TX0066450,854.22,20240930141652,Paris,PAYPAL,Automotive,22,117564.99,Paris,VIP,"[""Automotive""]",20250207,Essential Car Parts 1804,Automotive,833.24,3.8,230,M00083,MotorHub 83,Automotive,Bretagne,0.027,14,lundi,septembre,0,Afternoon,1,2024-09-30T14:16:52.000Z,2024-09-30,1727705812,Jeune,0,7,40,2076.16,2,0,447083.0,5.174571759259259,927.121667,-7.863225464,0,0
M00251,P04847,U00478,TX0118225,3704.39,20241002141223,Paris,CASH,Automotive,22,117564.99,Paris,VIP,"[""Automotive""]",20250207,Pro Roof Rack 4847,Automotive,1199.43,3.9,1067,M00251,CarParts 251,Automotive,Auvergne-Rhône-Alpes,0.0682,14,mercredi,octobre,0,Afternoon,1,2024-10-02T14:12:23.000Z,2024-10-02,1727878343,Jeune,0,8,40,4558.61,2,0,172531.0,1.996886574074074,916.707143,304.097429401,1,0
M00433,P04129,U00478,TX0007707,1026.06,20241009100222,Paris,CASH,Automotive,22,117564.99,Paris,VIP,"[""Automotive""]",20250207,Pro Car Parts 4129,Automotive,1023.03,3.0,38,M00433,AutoShop 433,Automotive,Grand Est,0.0138,10,mercredi,octobre,0,Morning,1,2024-10-09T10:02:22.000Z,2024-10-09,1728468142,Jeune,0,9,40,4730.45,2,0,589799.0,6.826377314814815,1265.1675,-18.899276183,0,0
M00519,P05561,U00478,TX0044862,204.32,20241009112104,Paris,CASH,Automotive,22,117564.99,Paris,VIP,"[""Automotive""]",20250207,Elite Car Battery 5561,Automotive,201.52,2.5,473,M00519,CarParts 519,Automotive,Occitanie,0.0351,11,mercredi,octobre,0,Morning,1,2024-10-09T11:21:04.000Z,2024-10-09,1728472864,Jeune,0,10,40,4934.77,2,0,4722.0,0.0546527777777777,1238.6,-83.503956079,0,0
M00074,P03673,U00478,TX0100824,116.09,20241016154735,Toulon,CASH,Clothing,22,117564.99,Paris,VIP,"[""Automotive""]",20250207,Classic Jacket 3673,Clothing,111.86,3.6,495,M00074,StyleShop 74,Clothing,Occitanie,0.0512,15,mercredi,octobre,0,Afternoon,1,2024-10-16T15:47:35.000Z,2024-10-16,1729093655,Jeune,0,11,40,116.09,1,0,620791.0,7.185081018518519,1135.172,-89.773355932,0,0
M00398,P04372,U00478,TX0097033,53.51,20241017024810,Paris,CARD,Automotive,22,117564.99,Paris,VIP,"[""Automotive""]",20250207,Essential Roof Rack 4372,Automotive,58.77,3.3,1006,M00398,CarParts 398,Automotive,Bretagne,0.0858,2,jeudi,octobre,0,Night,0,2024-10-17T02:48:10.000Z,2024-10-17,1729133290,Jeune,0,12,40,169.6,2,0,39635.0,0.4587384259259259,1042.528182,-94.867285036,1,0
M00596,P02017,U00478,TX0045730,557.77,20241022122653,Paris,PAYPAL,Home & Garden,22,117564.99,Paris,VIP,"[""Automotive""]",20250207,Elite Plant Pot 2017,Home & Garden,168.73,2.4,243,M00596,HomeCenter 596,Home & Garden,Normandie,0.0151,12,mardi,octobre,0,Afternoon,1,2024-10-22T12:26:53.000Z,2024-10-22,1729600013,Jeune,0,13,40,727.37,3,0,466723.0,5.401886574074074,960.11,-41.905614982,0,0
M00505,P03522,U00478,TX0109807,686.59,20241027002833,Paris,CASH,Automotive,22,117564.99,Paris,VIP,"[""Automotive""]",20250207,Essential Roof Rack 3522,Automotive,756.53,4.2,594,M00505,MotorHub 505,Automotive,Ile-de-France,0.0936,0,dimanche,octobre,1,Night,0,2024-10-27T00:28:33.000Z,2024-10-27,1729988913,Jeune,0,14,40,1244.36,2,0,388900.0,4.501157407407407,929.160769,-26.106436808,1,0
M00059,P00861,U00478,TX0051675,611.88,20241028081720,Paris,CASH,Automotive,22,117564.99,Paris,VIP,"[""Automotive""]",20250207,Essential Oil Filter 861,Automotive,605.64,3.2,1068,M00059,AutoCenter 59,Automotive,Bretagne,0.0421,8,lundi,octobre,0,Morning,0,2024-10-28T08:17:20.000Z,2024-10-28,1730103440,Jeune,0,15,40,1856.24,3,0,114527.0,1.3255439814814816,911.834286,-32.895701621,0,0
M00089,P01932,U00478,TX0092985,56.19,20241203114709,Montpellier,CARD,Books,22,117564.99,Paris,VIP,"[""Automotive""]",20250207,Essential Atlas 1932,Books,53.48,3.7,823,M00089,LibraryShop 89,Books,Auvergne-Rhône-Alpes,0.0371,11,mardi,décembre,0,Morning,1,2024-12-03T11:47:09.000Z,2024-12-03,1733226429,Jeune,0,16,40,56.19,1,0,3122989.0,36.14570601851852,891.837333,-93.699523678,0,0
M00128,P01185,U00478,TX0098100,67.87,20241203173828,Paris,CASH,Food,22,117564.99,Paris,VIP,"[""Automotive""]",20250207,,Food,64.15,3.5,1154,M00128,FoodHub 128,Food,Bretagne,0.0724,17,mardi,décembre,0,Afternoon,1,2024-12-03T17:38:28.000Z,2024-12-03,1733247508,Jeune,0,17,40,124.06,1,0,21079.0,0.2439699074074074,839.609375,-91.916479017,0,0
M00149,P03693,U00478,TX0083761,3034.21,20241206181254,Paris,BANK_TRANSFER,Electronics,22,117564.99,Paris,VIP,"[""Automotive""]",20250207,Classic Headphones 3693,Electronics,1457.58,2.9,762,M00149,DigitalHub 149,Electronics,Normandie,0.0608,18,vendredi,décembre,0,Evening,0,2024-12-06T18:12:54.000Z,2024-12-06,1733508774,Jeune,0,18,40,3158.27,2,0,261266.0,3.023912037037037,794.212941,282.039859006,0,0
M00143,P01997,U00478,TX0102860,26.87,20241221115320,Paris,CARD,Automotive,22,117564.99,Paris,VIP,"[""Automotive""]",20250207,Essential Roof Rack 1997,Automotive,25.06,3.1,345,M00143,MotorHub 143,Automotive,Nouvelle-Aquitaine,0.0529,11,samedi,décembre,1,Morning,1,2024-12-21T11:53:20.000Z,2024-12-21,1734782000,Jeune,0,19,40,26.87,1,0,1273226.0,14.736412037037036,918.657222,-97.075078783,0,0
M00502,P02530,U00478,TX0054041,1173.5,20241222131512,Paris,BANK_TRANSFER,Automotive,22,117564.99,Paris,VIP,"[""Automotive""]",20250207,Premium Dash Cam 2530,Automotive,1178.95,2.8,1098,M00502,CarParts 502,Automotive,Bretagne,0.0543,13,dimanche,décembre,1,Afternoon,1,2024-12-22T13:15:12.000Z,2024-12-22,1734873312,Jeune,0,20,40,1200.37,2,0,91312.0,1.056851851851852,871.721053,34.618751717,0,0
M00599,P05660,U00478,TX0076393,32.0,20241227071408,Paris,CASH,Food,22,117564.99,Paris,VIP,"[""Automotive""]",20250207,Elite Pasta Box 5660,Food,30.94,3.7,446,M00599,GourmetShop 599,Food,Provence-Alpes-Côte d'Azur,0.0134,7,vendredi,décembre,0,Morning,0,2024-12-27T07:14:08.000Z,2024-12-27,1735283648,Jeune,0,21,40,1232.37,3,0,410336.0,4.749259259259259,886.81,-96.391560763,0,0
